Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Sat, Dec 28, 2019",7:00p,Toronto Raptors,113,Boston Celtics,97,Box Score,,19156.0,2:09,TD Garden,
"Sat, Dec 28, 2019",7:00p,Indiana Pacers,98,New Orleans Pelicans,120,Box Score,,15391.0,2:03,Smoothie King Center,
"Sat, Dec 28, 2019",8:00p,Atlanta Hawks,81,Chicago Bulls,116,Box Score,,21496.0,2:02,United Center,
"Sat, Dec 28, 2019",8:00p,Brooklyn Nets,98,Houston Rockets,108,Box Score,,18306.0,2:13,Toyota Center,
"Sat, Dec 28, 2019",8:00p,Philadelphia 76ers,116,Miami Heat,117,Box Score,OT,19865.0,2:40,AmericanAirlines Arena,
"Sat, Dec 28, 2019",8:00p,Cleveland Cavaliers,94,Minnesota Timberwolves,88,Box Score,,15411.0,2:28,Target Center,
"Sat, Dec 28, 2019",8:00p,New York Knicks,107,Washington Wizards,100,Box Score,,19033.0,2:16,Capital One Arena,
"Sat, Dec 28, 2019",8:30p,Dallas Mavericks,141,Golden State Warriors,121,Box Score,,18064.0,2:13,Chase Center,
"Sat, Dec 28, 2019",8:30p,Orlando Magic,100,Milwaukee Bucks,111,Box Score,,17920.0,2:03,Fiserv Forum,
"Sat, Dec 28, 2019",8:30p,Detroit Pistons,109,San Antonio Spurs,136,Box Score,,18524.0,2:08,AT&T Center,
"Sat, Dec 28, 2019",9:00p,Phoenix Suns,112,Sacramento Kings,110,Box Score,,17583.0,2:14,Golden 1 Center,
"Sat, Dec 28, 2019",10:00p,Los Angeles Lakers,128,Portland Trail Blazers,120,Box Score,,19960.0,2:21,Moda Center,
"Sat, Dec 28, 2019",10:30p,Utah Jazz,120,Los Angeles Clippers,107,Box Score,,19068.0,2:09,STAPLES Center,
"Sun, Dec 29, 2019",6:00p,Oklahoma City Thunder,98,Toronto Raptors,97,Box Score,,19800.0,2:08,Scotiabank Arena,
"Sun, Dec 29, 2019",8:00p,Sacramento Kings,115,Denver Nuggets,120,Box Score,,19520.0,2:19,Pepsi Center,
"Sun, Dec 29, 2019",8:00p,Charlotte Hornets,104,Memphis Grizzlies,117,Box Score,,16842.0,2:10,FedEx Forum,
"Sun, Dec 29, 2019",8:00p,Houston Rockets,112,New Orleans Pelicans,127,Box Score,,17712.0,2:06,Smoothie King Center,
"Sun, Dec 29, 2019",9:30p,Dallas Mavericks,95,Los Angeles Lakers,108,Box Score,,18997.0,2:20,STAPLES Center,
"Mon, Dec 30, 2019",7:00p,Atlanta Hawks,101,Orlando Magic,93,Box Score,,17784.0,2:15,Amway Center,
"Mon, Dec 30, 2019",7:00p,Miami Heat,105,Washington Wizards,123,Box Score,,20476.0,2:18,Capital One Arena,
"Mon, Dec 30, 2019",8:00p,Milwaukee Bucks,123,Chicago Bulls,102,Box Score,,21954.0,1:58,United Center,
"Mon, Dec 30, 2019",8:00p,Brooklyn Nets,115,Minnesota Timberwolves,122,Box Score,OT,15824.0,2:36,Target Center,
"Mon, Dec 30, 2019",9:00p,Detroit Pistons,81,Utah Jazz,104,Box Score,,18306.0,2:09,Vivint Smart Home Arena,
"Mon, Dec 30, 2019",10:00p,Phoenix Suns,122,Portland Trail Blazers,116,Box Score,,19896.0,2:07,Moda Center,
"Tue, Dec 31, 2019",3:00p,Boston Celtics,109,Charlotte Hornets,92,Box Score,,19216.0,1:57,Spectrum Center,
"Tue, Dec 31, 2019",3:00p,Philadelphia 76ers,97,Indiana Pacers,115,Box Score,,17923.0,2:08,Bankers Life Fieldhouse,
"Tue, Dec 31, 2019",5:00p,Los Angeles Clippers,105,Sacramento Kings,87,Box Score,,16231.0,2:10,Golden 1 Center,
"Tue, Dec 31, 2019",7:00p,Denver Nuggets,104,Houston Rockets,130,Box Score,,18055.0,2:13,Toyota Center,
"Tue, Dec 31, 2019",7:00p,Golden State Warriors,113,San Antonio Spurs,117,Box Score,OT,18354.0,2:24,AT&T Center,
"Tue, Dec 31, 2019",7:00p,Cleveland Cavaliers,97,Toronto Raptors,117,Box Score,,19800.0,2:05,Scotiabank Arena,
"Tue, Dec 31, 2019",8:00p,Dallas Mavericks,101,Oklahoma City Thunder,106,Box Score,,18203.0,2:19,Chesapeake Energy Arena,
"Wed, Jan 1, 2020",6:00p,Orlando Magic,122,Washington Wizards,101,Box Score,,14921.0,2:07,Capital One Arena,
"Wed, Jan 1, 2020",7:30p,Portland Trail Blazers,93,New York Knicks,117,Box Score,,19812.0,2:00,Madison Square Garden (IV),
"Wed, Jan 1, 2020",8:00p,Minnesota Timberwolves,104,Milwaukee Bucks,106,Box Score,,17819.0,2:23,Fiserv Forum,
"Wed, Jan 1, 2020",10:30p,Phoenix Suns,107,Los Angeles Lakers,117,Box Score,,18997.0,2:20,STAPLES Center,
"Thu, Jan 2, 2020",7:00p,Charlotte Hornets,109,Cleveland Cavaliers,106,Box Score,,17859.0,2:09,Rocket Mortgage Fieldhouse,
"Thu, Jan 2, 2020",7:00p,Denver Nuggets,124,Indiana Pacers,116,Box Score,,16688.0,2:15,Bankers Life Fieldhouse,
"Thu, Jan 2, 2020",7:30p,Toronto Raptors,76,Miami Heat,84,Box Score,,19939.0,2:07,AmericanAirlines Arena,
"Thu, Jan 2, 2020",8:00p,Utah Jazz,102,Chicago Bulls,98,Box Score,,19398.0,2:13,United Center,
"Thu, Jan 2, 2020",8:00p,Golden State Warriors,84,Minnesota Timberwolves,99,Box Score,,15477.0,2:03,Target Center,
"Thu, Jan 2, 2020",8:30p,Brooklyn Nets,111,Dallas Mavericks,123,Box Score,,20289.0,2:11,American Airlines Center,
"Thu, Jan 2, 2020",8:30p,Oklahoma City Thunder,109,San Antonio Spurs,103,Box Score,,18354.0,2:03,AT&T Center,
"Thu, Jan 2, 2020",10:00p,Memphis Grizzlies,123,Sacramento Kings,128,Box Score,,17351.0,2:15,Golden 1 Center,
"Thu, Jan 2, 2020",10:30p,Detroit Pistons,112,Los Angeles Clippers,126,Box Score,,19068.0,2:12,STAPLES Center,
"Fri, Jan 3, 2020",7:00p,Atlanta Hawks,106,Boston Celtics,109,Box Score,,19156.0,2:14,TD Garden,
"Fri, Jan 3, 2020",7:00p,Miami Heat,85,Orlando Magic,105,Box Score,,17198.0,2:08,Amway Center,
"Fri, Jan 3, 2020",7:00p,Portland Trail Blazers,122,Washington Wizards,103,Box Score,,17945.0,2:17,Capital One Arena,
"Fri, Jan 3, 2020",8:00p,Philadelphia 76ers,108,Houston Rockets,118,Box Score,,18055.0,2:19,Toyota Center,
"Fri, Jan 3, 2020",9:00p,New York Knicks,112,Phoenix Suns,120,Box Score,,18055.0,2:21,Talking Stick Resort Arena,
"Fri, Jan 3, 2020",10:30p,New Orleans Pelicans,113,Los Angeles Lakers,123,Box Score,,18997.0,2:13,STAPLES Center,
"Sat, Jan 4, 2020",3:30p,Memphis Grizzlies,140,Los Angeles Clippers,114,Box Score,,19068.0,2:05,STAPLES Center,
"Sat, Jan 4, 2020",6:00p,Toronto Raptors,121,Brooklyn Nets,102,Box Score,,17732.0,2:24,Barclays Center,
"Sat, Jan 4, 2020",7:00p,Utah Jazz,109,Orlando Magic,96,Box Score,,16913.0,1:59,Amway Center,
"Sat, Jan 4, 2020",7:30p,Indiana Pacers,111,Atlanta Hawks,116,Box Score,,16420.0,2:31,State Farm Arena,
"Sat, Jan 4, 2020",7:30p,Oklahoma City Thunder,121,Cleveland Cavaliers,106,Box Score,,19432.0,2:07,Rocket Mortgage Fieldhouse,
"Sat, Jan 4, 2020",8:00p,Boston Celtics,111,Chicago Bulls,104,Box Score,,21130.0,2:16,United Center,
"Sat, Jan 4, 2020",8:00p,Denver Nuggets,114,Washington Wizards,128,Box Score,,16233.0,2:20,Capital One Arena,
"Sat, Jan 4, 2020",8:30p,Charlotte Hornets,123,Dallas Mavericks,120,Box Score,OT,20327.0,2:31,American Airlines Center,
"Sat, Jan 4, 2020",8:30p,Detroit Pistons,111,Golden State Warriors,104,Box Score,,18064.0,2:13,Chase Center,
"Sat, Jan 4, 2020",8:30p,San Antonio Spurs,118,Milwaukee Bucks,127,Box Score,,18002.0,2:11,Fiserv Forum,
"Sat, Jan 4, 2020",10:00p,New Orleans Pelicans,117,Sacramento Kings,115,Box Score,,16808.0,2:29,Golden 1 Center,
"Sun, Jan 5, 2020",3:30p,New York Knicks,132,Los Angeles Clippers,135,Box Score,,19068.0,2:25,STAPLES Center,
"Sun, Jan 5, 2020",6:00p,Portland Trail Blazers,111,Miami Heat,122,Box Score,,19846.0,2:02,AmericanAirlines Arena,
"Sun, Jan 5, 2020",7:30p,Minnesota Timberwolves,118,Cleveland Cavaliers,103,Box Score,,16159.0,2:02,Rocket Mortgage Fieldhouse,
"Sun, Jan 5, 2020",8:00p,Memphis Grizzlies,121,Phoenix Suns,114,Box Score,,14181.0,2:08,Talking Stick Resort Arena,
"Sun, Jan 5, 2020",10:00p,Detroit Pistons,99,Los Angeles Lakers,106,Box Score,,18997.0,2:24,STAPLES Center,
"Mon, Jan 6, 2020",7:00p,Indiana Pacers,115,Charlotte Hornets,104,Box Score,,13009.0,2:03,Spectrum Center,
"Mon, Jan 6, 2020",7:00p,Brooklyn Nets,89,Orlando Magic,101,Box Score,,15008.0,2:03,Amway Center,
"Mon, Jan 6, 2020",7:00p,Oklahoma City Thunder,113,Philadelphia 76ers,120,Box Score,,20561.0,2:21,Wells Fargo Center,
"Mon, Jan 6, 2020",7:00p,Boston Celtics,94,Washington Wizards,99,Box Score,,17963.0,2:09,Capital One Arena,
"Mon, Jan 6, 2020",7:30p,Denver Nuggets,123,Atlanta Hawks,115,Box Score,,15286.0,2:17,State Farm Arena,
"Mon, Jan 6, 2020",8:00p,Utah Jazz,128,New Orleans Pelicans,126,Box Score,,14138.0,2:14,Smoothie King Center,
"Mon, Jan 6, 2020",8:30p,Chicago Bulls,110,Dallas Mavericks,118,Box Score,,20238.0,2:04,American Airlines Center,
"Mon, Jan 6, 2020",8:30p,Milwaukee Bucks,104,San Antonio Spurs,126,Box Score,,18354.0,2:03,AT&T Center,
"Mon, Jan 6, 2020",10:00p,Golden State Warriors,98,Sacramento Kings,111,Box Score,,15819.0,2:13,Golden 1 Center,
"Tue, Jan 7, 2020",7:00p,Detroit Pistons,115,Cleveland Cavaliers,113,Box Score,,17274.0,2:20,Rocket Mortgage Fieldhouse,
"Tue, Jan 7, 2020",7:00p,Portland Trail Blazers,101,Toronto Raptors,99,Box Score,,19800.0,2:12,Scotiabank Arena,
"Tue, Jan 7, 2020",7:30p,Oklahoma City Thunder,111,Brooklyn Nets,103,Box Score,OT,15677.0,2:26,Barclays Center,
"Tue, Jan 7, 2020",8:00p,Minnesota Timberwolves,112,Memphis Grizzlies,119,Box Score,,14117.0,2:08,FedEx Forum,
"Tue, Jan 7, 2020",9:00p,Sacramento Kings,114,Phoenix Suns,103,Box Score,,14134.0,2:21,Talking Stick Resort Arena,
"Tue, Jan 7, 2020",10:30p,New York Knicks,87,Los Angeles Lakers,117,Box Score,,18997.0,2:14,STAPLES Center,
"Wed, Jan 8, 2020",7:00p,San Antonio Spurs,129,Boston Celtics,114,Box Score,,19156.0,2:14,TD Garden,
"Wed, Jan 8, 2020",7:00p,Toronto Raptors,112,Charlotte Hornets,110,Box Score,OT,13965.0,2:30,Spectrum Center,
"Wed, Jan 8, 2020",7:00p,Miami Heat,122,Indiana Pacers,108,Box Score,,17040.0,2:10,Bankers Life Fieldhouse,
"Wed, Jan 8, 2020",7:00p,Washington Wizards,89,Orlando Magic,123,Box Score,,16013.0,2:12,Amway Center,
"Wed, Jan 8, 2020",7:30p,Houston Rockets,122,Atlanta Hawks,115,Box Score,,16514.0,2:18,State Farm Arena,
"Wed, Jan 8, 2020",7:30p,Denver Nuggets,107,Dallas Mavericks,106,Box Score,,20314.0,2:15,American Airlines Center,
"Wed, Jan 8, 2020",8:00p,Chicago Bulls,108,New Orleans Pelicans,123,Box Score,,15324.0,2:09,Smoothie King Center,
"Wed, Jan 8, 2020",9:00p,New York Knicks,104,Utah Jazz,128,Box Score,,18306.0,1:58,Vivint Smart Home Arena,
"Wed, Jan 8, 2020",10:00p,Milwaukee Bucks,107,Golden State Warriors,98,Box Score,,18064.0,2:22,Chase Center,
"Thu, Jan 9, 2020",7:00p,Cleveland Cavaliers,115,Detroit Pistons,112,Box Score,OT,13445.0,2:35,Little Caesars Arena,
"Thu, Jan 9, 2020",7:00p,Boston Celtics,98,Philadelphia 76ers,109,Box Score,,20822.0,2:09,Wells Fargo Center,
"Thu, Jan 9, 2020",8:00p,Portland Trail Blazers,102,Minnesota Timberwolves,116,Box Score,,13720.0,2:11,Target Center,
"Thu, Jan 9, 2020",9:30p,Houston Rockets,92,Oklahoma City Thunder,113,Box Score,,18203.0,2:06,Chesapeake Energy Arena,
"Fri, Jan 10, 2020",7:00p,Atlanta Hawks,101,Washington Wizards,111,Box Score,,16360.0,2:13,Capital One Arena,
"Fri, Jan 10, 2020",7:15p,New Orleans Pelicans,123,New York Knicks,111,Box Score,,18003.0,2:12,Madison Square Garden (IV),
"Fri, Jan 10, 2020",7:30p,Miami Heat,113,Brooklyn Nets,117,Box Score,,16011.0,2:06,Barclays Center,
"Fri, Jan 10, 2020",8:00p,Indiana Pacers,116,Chicago Bulls,105,Box Score,,20229.0,2:00,United Center,
"Fri, Jan 10, 2020",8:00p,San Antonio Spurs,121,Memphis Grizzlies,134,Box Score,,16448.0,2:05,FedEx Forum,
"Fri, Jan 10, 2020",9:00p,Orlando Magic,94,Phoenix Suns,98,Box Score,,14562.0,2:12,Talking Stick Resort Arena,
"Fri, Jan 10, 2020",9:00p,Charlotte Hornets,92,Utah Jazz,109,Box Score,,18306.0,2:01,Vivint Smart Home Arena,
"Fri, Jan 10, 2020",9:45p,Los Angeles Lakers,129,Dallas Mavericks,114,Box Score,,20542.0,2:30,American Airlines Center,
"Fri, Jan 10, 2020",10:00p,Milwaukee Bucks,127,Sacramento Kings,106,Box Score,,17583.0,2:09,Golden 1 Center,
"Fri, Jan 10, 2020",10:30p,Golden State Warriors,100,Los Angeles Clippers,109,Box Score,,19068.0,2:13,STAPLES Center,
"Sat, Jan 11, 2020",5:00p,Minnesota Timberwolves,109,Houston Rockets,139,Box Score,,18055.0,2:10,Toyota Center,
"Sat, Jan 11, 2020",7:00p,New Orleans Pelicans,105,Boston Celtics,140,Box Score,,19156.0,2:02,TD Garden,
"Sat, Jan 11, 2020",7:00p,Chicago Bulls,108,Detroit Pistons,99,Box Score,,15951.0,2:15,Little Caesars Arena,
"Sat, Jan 11, 2020",8:00p,Los Angeles Lakers,125,Oklahoma City Thunder,110,Box Score,,18203.0,2:02,Chesapeake Energy Arena,
"Sat, Jan 11, 2020",8:30p,Philadelphia 76ers,91,Dallas Mavericks,109,Box Score,,20244.0,2:04,American Airlines Center,
"Sat, Jan 11, 2020",9:00p,Cleveland Cavaliers,111,Denver Nuggets,103,Box Score,,19533.0,2:05,Pepsi Center,
"Sat, Jan 11, 2020",10:00p,Milwaukee Bucks,122,Portland Trail Blazers,101,Box Score,,19843.0,2:06,Moda Center,
"Sun, Jan 12, 2020",3:30p,Miami Heat,121,New York Knicks,124,Box Score,,18861.0,2:23,Madison Square Garden (IV),
"Sun, Jan 12, 2020",3:30p,Utah Jazz,127,Washington Wizards,116,Box Score,,15953.0,2:12,Capital One Arena,
"Sun, Jan 12, 2020",6:00p,Atlanta Hawks,86,Brooklyn Nets,108,Box Score,,15201.0,2:10,Barclays Center,
"Sun, Jan 12, 2020",6:00p,Golden State Warriors,102,Memphis Grizzlies,122,Box Score,,16408.0,2:02,FedEx Forum,
"Sun, Jan 12, 2020",6:00p,San Antonio Spurs,105,Toronto Raptors,104,Box Score,,19800.0,2:13,Scotiabank Arena,
"Sun, Jan 12, 2020",8:00p,Los Angeles Clippers,104,Denver Nuggets,114,Box Score,,19520.0,2:20,Pepsi Center,
"Sun, Jan 12, 2020",8:00p,Charlotte Hornets,92,Phoenix Suns,100,Box Score,,14751.0,2:07,Talking Stick Resort Arena,
"Mon, Jan 13, 2020",7:00p,New Orleans Pelicans,117,Detroit Pistons,110,Box Score,OT,13780.0,2:35,Little Caesars Arena,
"Mon, Jan 13, 2020",7:00p,Philadelphia 76ers,95,Indiana Pacers,101,Box Score,,15257.0,2:08,Bankers Life Fieldhouse,
"Mon, Jan 13, 2020",7:30p,Chicago Bulls,101,Boston Celtics,113,Box Score,,19156.0,2:10,TD Garden,
"Mon, Jan 13, 2020",8:00p,Oklahoma City Thunder,117,Minnesota Timberwolves,104,Box Score,,11044.0,2:06,Target Center,
"Mon, Jan 13, 2020",10:00p,Charlotte Hornets,112,Portland Trail Blazers,115,Box Score,,19111.0,2:07,Moda Center,
"Mon, Jan 13, 2020",10:00p,Orlando Magic,114,Sacramento Kings,112,Box Score,,16299.0,2:12,Golden 1 Center,
"Mon, Jan 13, 2020",10:30p,Cleveland Cavaliers,99,Los Angeles Lakers,128,Box Score,,18997.0,2:09,STAPLES Center,
"Tue, Jan 14, 2020",7:30p,Phoenix Suns,110,Atlanta Hawks,123,Box Score,,16060.0,2:13,State Farm Arena,
"Tue, Jan 14, 2020",7:30p,Utah Jazz,118,Brooklyn Nets,107,Box Score,,15381.0,2:07,Barclays Center,
"Tue, Jan 14, 2020",8:00p,Houston Rockets,110,Memphis Grizzlies,121,Box Score,,16181.0,2:09,FedEx Forum,
"Tue, Jan 14, 2020",8:00p,New York Knicks,102,Milwaukee Bucks,128,Box Score,,17590.0,2:06,Fiserv Forum,
"Tue, Jan 14, 2020",10:30p,Dallas Mavericks,124,Golden State Warriors,97,Box Score,,18064.0,2:06,Chase Center,
"Tue, Jan 14, 2020",10:30p,Cleveland Cavaliers,103,Los Angeles Clippers,128,Box Score,,19068.0,2:01,STAPLES Center,
"Wed, Jan 15, 2020",7:00p,Detroit Pistons,116,Boston Celtics,103,Box Score,,19156.0,2:06,TD Garden,
"Wed, Jan 15, 2020",7:00p,Brooklyn Nets,106,Philadelphia 76ers,117,Box Score,,20416.0,2:16,Wells Fargo Center,
"Wed, Jan 15, 2020",7:30p,San Antonio Spurs,100,Miami Heat,106,Box Score,,19704.0,2:08,AmericanAirlines Arena,
"Wed, Jan 15, 2020",8:00p,Washington Wizards,106,Chicago Bulls,115,Box Score,,19382.0,2:12,United Center,
"Wed, Jan 15, 2020",8:00p,Indiana Pacers,104,Minnesota Timberwolves,99,Box Score,,12648.0,2:06,Target Center,
"Wed, Jan 15, 2020",8:00p,Toronto Raptors,130,Oklahoma City Thunder,121,Box Score,,18203.0,2:06,Chesapeake Energy Arena,
"Wed, Jan 15, 2020",9:00p,Charlotte Hornets,86,Denver Nuggets,100,Box Score,,19520.0,2:13,Pepsi Center,
"Wed, Jan 15, 2020",9:30p,Portland Trail Blazers,117,Houston Rockets,107,Box Score,,18055.0,2:12,Toyota Center,
"Wed, Jan 15, 2020",10:00p,Dallas Mavericks,127,Sacramento Kings,123,Box Score,,17029.0,2:16,Golden 1 Center,
"Wed, Jan 15, 2020",10:30p,Orlando Magic,119,Los Angeles Lakers,118,Box Score,,18997.0,2:11,STAPLES Center,
"Thu, Jan 16, 2020",7:30p,Phoenix Suns,121,New York Knicks,98,Box Score,,18215.0,2:07,Madison Square Garden (IV),
"Thu, Jan 16, 2020",8:00p,Boston Celtics,123,Milwaukee Bucks,128,Box Score,,17873.0,2:23,Fiserv Forum,
"Thu, Jan 16, 2020",8:00p,Utah Jazz,132,New Orleans Pelicans,138,Box Score,OT,16717.0,2:47,Smoothie King Center,
"Thu, Jan 16, 2020",10:30p,Denver Nuggets,134,Golden State Warriors,131,Box Score,OT,18064.0,2:45,Chase Center,
"Thu, Jan 16, 2020",10:30p,Orlando Magic,95,Los Angeles Clippers,122,Box Score,,19068.0,2:01,STAPLES Center,
"Fri, Jan 17, 2020",7:00p,Minnesota Timberwolves,114,Indiana Pacers,116,Box Score,,16248.0,2:15,Bankers Life Fieldhouse,
"Fri, Jan 17, 2020",7:00p,Chicago Bulls,89,Philadelphia 76ers,100,Box Score,,20919.0,2:03,Wells Fargo Center,
"Fri, Jan 17, 2020",7:00p,Washington Wizards,111,Toronto Raptors,140,Box Score,,19800.0,2:13,Scotiabank Arena,
"Fri, Jan 17, 2020",8:00p,Cleveland Cavaliers,109,Memphis Grizzlies,113,Box Score,,17102.0,2:14,FedEx Forum,
"Fri, Jan 17, 2020",8:00p,Miami Heat,115,Oklahoma City Thunder,108,Box Score,,18203.0,2:13,Chesapeake Energy Arena,
"Fri, Jan 17, 2020",8:30p,Atlanta Hawks,121,San Antonio Spurs,120,Box Score,,18354.0,2:13,AT&T Center,
"Fri, Jan 17, 2020",9:30p,Portland Trail Blazers,112,Dallas Mavericks,120,Box Score,,20283.0,2:23,American Airlines Center,
"Sat, Jan 18, 2020",3:30p,Los Angeles Clippers,133,New Orleans Pelicans,130,Box Score,,17959.0,2:35,Smoothie King Center,
"Sat, Jan 18, 2020",6:00p,Milwaukee Bucks,117,Brooklyn Nets,97,Box Score,,17732.0,1:59,Barclays Center,
"Sat, Jan 18, 2020",7:00p,Phoenix Suns,123,Boston Celtics,119,Box Score,,19156.0,2:23,TD Garden,
"Sat, Jan 18, 2020",7:30p,Detroit Pistons,136,Atlanta Hawks,103,Box Score,,17056.0,2:06,State Farm Arena,
"Sat, Jan 18, 2020",7:30p,Philadelphia 76ers,90,New York Knicks,87,Box Score,,17812.0,2:15,Madison Square Garden (IV),
"Sat, Jan 18, 2020",8:00p,Cleveland Cavaliers,116,Chicago Bulls,118,Box Score,,19939.0,2:16,United Center,
"Sat, Jan 18, 2020",8:00p,Toronto Raptors,122,Minnesota Timberwolves,112,Box Score,,16520.0,2:11,Target Center,
"Sat, Jan 18, 2020",8:30p,Orlando Magic,95,Golden State Warriors,109,Box Score,,18064.0,1:56,Chase Center,
"Sat, Jan 18, 2020",8:30p,Los Angeles Lakers,124,Houston Rockets,115,Box Score,,18502.0,2:25,Toyota Center,
"Sat, Jan 18, 2020",9:00p,Portland Trail Blazers,106,Oklahoma City Thunder,119,Box Score,,18203.0,2:17,Chesapeake Energy Arena,
"Sat, Jan 18, 2020",9:00p,Sacramento Kings,101,Utah Jazz,123,Box Score,,18306.0,2:05,Vivint Smart Home Arena,
"Sun, Jan 19, 2020",3:00p,Miami Heat,102,San Antonio Spurs,107,Box Score,,18422.0,2:14,AT&T Center,
"Sun, Jan 19, 2020",8:00p,Indiana Pacers,115,Denver Nuggets,107,Box Score,,19520.0,2:13,Pepsi Center,
"Mon, Jan 20, 2020",2:00p,Detroit Pistons,100,Washington Wizards,106,Box Score,,17305.0,2:17,Capital One Arena,
"Mon, Jan 20, 2020",2:30p,Toronto Raptors,122,Atlanta Hawks,117,Box Score,,17300.0,2:34,State Farm Arena,
"Mon, Jan 20, 2020",3:00p,Philadelphia 76ers,117,Brooklyn Nets,111,Box Score,,16801.0,2:20,Barclays Center,
"Mon, Jan 20, 2020",5:00p,Orlando Magic,106,Charlotte Hornets,83,Box Score,,16133.0,2:03,Spectrum Center,
"Mon, Jan 20, 2020",5:00p,New York Knicks,106,Cleveland Cavaliers,86,Box Score,,17133.0,2:01,Rocket Mortgage Fieldhouse,
"Mon, Jan 20, 2020",5:00p,Oklahoma City Thunder,112,Houston Rockets,107,Box Score,,18055.0,2:16,Toyota Center,
"Mon, Jan 20, 2020",5:00p,New Orleans Pelicans,126,Memphis Grizzlies,116,Box Score,,17794.0,2:16,FedEx Forum,
"Mon, Jan 20, 2020",5:00p,Sacramento Kings,113,Miami Heat,118,Box Score,OT,19600.0,2:35,AmericanAirlines Arena,
"Mon, Jan 20, 2020",5:00p,Chicago Bulls,98,Milwaukee Bucks,111,Box Score,,17747.0,2:13,Fiserv Forum,
"Mon, Jan 20, 2020",7:30p,Los Angeles Lakers,107,Boston Celtics,139,Box Score,,19156.0,2:21,TD Garden,
"Mon, Jan 20, 2020",8:00p,Denver Nuggets,107,Minnesota Timberwolves,100,Box Score,,12172.0,2:04,Target Center,
"Mon, Jan 20, 2020",9:00p,San Antonio Spurs,120,Phoenix Suns,118,Box Score,,14847.0,2:15,Talking Stick Resort Arena,
"Mon, Jan 20, 2020",9:00p,Indiana Pacers,88,Utah Jazz,118,Box Score,,18306.0,1:57,Vivint Smart Home Arena,
"Mon, Jan 20, 2020",10:00p,Golden State Warriors,124,Portland Trail Blazers,129,Box Score,OT,19493.0,2:36,Moda Center,
"Tue, Jan 21, 2020",8:30p,Los Angeles Clippers,110,Dallas Mavericks,107,Box Score,,19783.0,2:22,American Airlines Center,
"Wed, Jan 22, 2020",7:00p,Sacramento Kings,106,Detroit Pistons,127,Box Score,,13972.0,2:15,Little Caesars Arena,
"Wed, Jan 22, 2020",7:00p,Oklahoma City Thunder,120,Orlando Magic,114,Box Score,,18846.0,2:06,Amway Center,
"Wed, Jan 22, 2020",7:00p,Philadelphia 76ers,95,Toronto Raptors,107,Box Score,,19800.0,2:18,Scotiabank Arena,
"Wed, Jan 22, 2020",7:30p,Los Angeles Clippers,95,Atlanta Hawks,102,Box Score,,14338.0,2:25,State Farm Arena,
"Wed, Jan 22, 2020",7:30p,Memphis Grizzlies,95,Boston Celtics,119,Box Score,,19156.0,2:00,TD Garden,
"Wed, Jan 22, 2020",7:30p,Washington Wizards,129,Miami Heat,134,Box Score,OT,19600.0,2:33,AmericanAirlines Arena,
"Wed, Jan 22, 2020",7:30p,Los Angeles Lakers,100,New York Knicks,92,Box Score,,19812.0,2:15,Madison Square Garden (IV),
"Wed, Jan 22, 2020",8:00p,Minnesota Timberwolves,110,Chicago Bulls,117,Box Score,,18875.0,2:19,United Center,
"Wed, Jan 22, 2020",8:00p,Denver Nuggets,105,Houston Rockets,121,Box Score,,18055.0,2:07,Toyota Center,
"Wed, Jan 22, 2020",9:00p,Indiana Pacers,112,Phoenix Suns,87,Box Score,,14691.0,2:12,Talking Stick Resort Arena,
"Wed, Jan 22, 2020",9:30p,San Antonio Spurs,121,New Orleans Pelicans,117,Box Score,,18365.0,2:17,Smoothie King Center,
"Wed, Jan 22, 2020",10:00p,Utah Jazz,129,Golden State Warriors,96,Box Score,,18064.0,2:04,Chase Center,
"Thu, Jan 23, 2020",7:00p,Washington Wizards,124,Cleveland Cavaliers,112,Box Score,,16689.0,2:10,Rocket Mortgage Fieldhouse,
"Thu, Jan 23, 2020",8:00p,Los Angeles Lakers,128,Brooklyn Nets,113,Box Score,,17732.0,2:16,Barclays Center,
"Thu, Jan 23, 2020",10:30p,Dallas Mavericks,133,Portland Trail Blazers,125,Box Score,,19574.0,2:15,Moda Center,
"Fri, Jan 24, 2020",3:00p,Milwaukee Bucks,116,Charlotte Hornets,103,Box Score,,15758.0,2:12,AccorHotels Arena,"at Paris, France"
"Fri, Jan 24, 2020",7:00p,Memphis Grizzlies,125,Detroit Pistons,112,Box Score,,14583.0,2:13,Little Caesars Arena,
"Fri, Jan 24, 2020",7:00p,Boston Celtics,109,Orlando Magic,98,Box Score,,18846.0,2:06,Amway Center,
"Fri, Jan 24, 2020",7:30p,Toronto Raptors,118,New York Knicks,112,Box Score,,18883.0,2:08,Madison Square Garden (IV),
"Fri, Jan 24, 2020",8:00p,Sacramento Kings,98,Chicago Bulls,81,Box Score,,17661.0,2:07,United Center,
"Fri, Jan 24, 2020",8:00p,Los Angeles Clippers,122,Miami Heat,117,Box Score,,19632.0,2:29,AmericanAirlines Arena,
"Fri, Jan 24, 2020",8:00p,Houston Rockets,131,Minnesota Timberwolves,124,Box Score,,16101.0,2:19,Target Center,
"Fri, Jan 24, 2020",8:00p,Denver Nuggets,113,New Orleans Pelicans,106,Box Score,,16398.0,2:15,Smoothie King Center,
